5 0.87 0.35 0.29 1 %red
89 0.87 0.35 0.29 1 %red
126 0.94 0.79 0.30 1 %yellow
182 0.94 0.79 0.30 1 %yellow
189 0.27 0.56 0.70 1 %blue
207 0.27 0.70 0.40 1 %green
2234 0.89 0.48 0.25 1 %orange
3035 0.27 0.56 0.70 1 %blue
4651 0.27 0.70 0.40 1 %green
4781 0.89 0.48 0.25 1 %orange

75182	1	0	0	1
75183	1	0	0	1
75184	1	0	0	1
75185	1	0	0	1


%CBb3n sheet% 
344	1	.565	0	1
321	1	.565	0	1
397	1	.565	0	1
6155	1	.565	0	1
5514	1	.565	0	1
5565	1	.565	0	1
5284	1	.565	0	1
168	1	.565	0	1
5535	1	.565	0	1
5598	1	.565	0	1
6141	1	.565	0	1
6158	1	.565	0	1

176	1	.565	0	1
277	1	.565	0	1
450	1	.565	0	1
82677	1	.565	0	1
4569	1	.565	0	1
299	1	.565	0	1
6912	1	.565	0	1
5279	1	.565	0	1
50449	1	.565	0	1
5520	1	.565	0	1
6120	1	.565	0	1
5592	1	.565	0	1
5607	1	.565	0	1

431	1	.565	0	1
372	1	.565	0	1
28886	1	.565	0	1
1724	1	.565	0	1
5561	1	.565	0	1
89120	1	.565	0	1
6118	1	.565	0	1
6050	1	.565	0	1
6203	1	.565	0	1
5637	1	.565	0	1
6127	1	.565	0	1

446	1	.565	0	1
366	1	.565	0	1
408	1	.565	0	1
5517	1	.565	0	1
142	1	.565	0	1
5503	1	.565	0	1
8040	1	.565	0	1
6047	1	.565	0	1
15976	1	.565	0	1
5528	1	.565	0	1
6909	1	.565	0	1
6146	1	.565	0	1


%CBb3 sheet%
909	.6	0	.2	0
3756	.6	0	.2	1
39862	.6	0	.2	1
21299	.6	0	.2	0
5775	.6	0	.2	1
479	.6	0	.2	1
6965	.6	0	.2	1
7149	.6	0	.2	1

398	.6	0	.2	1
1637	.6	0	.2	1
5501	.6	0	.2	1
37353 	.6	0	.2	1
428	.6	0	.2	1
5531	.6	0	.2	1
57353	.6	0	.2	1
5608	.6	0	.2	1

5278	.6	0	.2	1
19203	.6	0	.2	1
298	.6	0	.2	1
6129	.6	0	.2	1
327	.6	0	.2	1
6121	.6	0	.2	1
7040	.6	0	.2	1
5584	.6	0	.2	1

24401	.6	0	.2	1
5297	.6	0	.2	1
5568	.6	0	.2	1
5641	.6	0	.2	1
412	.6	0	.2	1
440	.6	0	.2	1
6964	.6	0	.2	1


%CBb4 sheet%
5516	.663	.867	.012	1
5292	.663	.867	.012	0
364	.663	.867	.012	1
64939	.663	.867	.012	1
5606	.663	.867	.012	1

20136	.663	.867	.012	1
6162	.663	.867	.012	1
24303	.663	.867	.012	1
4877	.663	.867	.012	1
335	.663	.867	.012	1

5499	.663	.867	.012	1
5537	.663	.867	.012	1
22994	.663	.867	.012	1
3116	.663	.867	.012	1

26079	.663	.867	.012	1
595	.663	.867	.012	1
1021	.663	.867	.012	1
46388	.663	.867	.012	1


%CBb4w sheet%
5534	.02	.439	.02	1
324	.02	.439	.02	1
6117	.02	.439	.02	0
48516	.02	.439	.02	1
6204	.02	.439	.02	1

5530	.02	.439	.02	1
5650	.02	.439	.02	1
307	.02	.439	.02	1
46801	.02	.439	.02	1
6165	.02	.439	.02	1
118058	.02	.439	.02	1

170	.02	.439	.02	1
7024	.02	.439	.02	1
25155	.02	.439	.02	1
5468	.02	.439	.02	1
83179	.02	.439	.02	1
30102	.02	.439	.02	1

330	.02	.439	.02	1
5601	.02	.439	.02	1
5513	.02	.439	.02	1
5729	.02	.439	.02	1

%CBb5 sheet%
332	.008	.824	.808	1
5635	.008	.824	.808	1
593	.008	.824	.808	0
6142	.008	.824	.808	1
32654	.008	.824	.808	1
5522	.008	.824	.808	1
63102	.008	.824	.808	1


461	.008	.824	.808	1
485	.008	.824	.808	1
5649	.008	.824	.808	1
5623	.008	.824	.808	1
5599	.008	.824	.808	1
32654	.008	.824	.808	1
71825	.008	.824	.808	1

268	.008	.824	.808	1
483	.008	.824	.808	1
5562	.008	.824	.808	1
6115	.008	.824	.808	1
5638	.008	.824	.808	1
5645	.008	.824	.808	1
5536	.008	.824	.808	1

166	.008	.824	.808	1
6997	.008	.824	.808	1
15977	.008	.824	.808	1
5916	.008	.824	.808	1
63134	.008	.824	.808	1
286	.008	.824	.808	1
353	.008	.824	.808	1

6958	.5	.5	.5	1


%CBb6 sheet%
16026	.4	0	.8	0
400	.4	0	.8	1
4570	.4	0	.8	1

9693	.4	0	.8	1
5838	.4	0	.8	1
276	.4	0	.8	1
180	.4	0	.8	1

6156	.4	0	.8	1
309	.4	0	.8	1
5600	.4	0	.8	1
7043 	.4	0	.8	1
443	.4	0	.8	1

177	.4	0	.8	1
419	.4	0	.8	1
6123	.4	0	.8	1
5515	.4	0	.8	1

	
%CBbwf cells%
6589	.490	.490	.490	1
5283	.490	.490	.490	0


%Rod BC%
10931	1	1	1	0



